pretraitement,classification,classifieur,kfold,size,testsize,seed,accuracy,matrice,recall,precision,fmesure
FTTFF,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7161201491272665,"[[ 98.33333333  42.        ]
 [ 37.66666667 102.66666667]]","{'true': 0.7327947844571953, 'false': 0.7003773648762989}","{'true': 0.710137506618867, 'false': 0.7240716916975911}","{'true': 0.7204798899375638, 'false': 0.7111401487232762}"
FTTFT,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7267963057108965,"[[100.66666667  39.66666667]
 [ 37.         103.33333333]]","{'true': 0.7379318311773494, 'false': 0.7175973872135919}","{'true': 0.7225141793441737, 'false': 0.7337116212382737}","{'true': 0.7290020852658659, 'false': 0.7244173470099783}"
FTTTF,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.745826978478224,"[[ 97.33333333  43.        ]
 [ 28.33333333 112.        ]]","{'true': 0.7990517150959474, 'false': 0.6937150979794903}","{'true': 0.7231582007860838, 'false': 0.7753438094082433}","{'true': 0.7585071289614836, 'false': 0.7314232624596007}"
FTTTT,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7316090493136757,"[[ 96.33333333  44.        ]
 [ 31.33333333 109.        ]]","{'true': 0.7771960657221036, 'false': 0.6883456865333198}","{'true': 0.7149967623469129, 'false': 0.7550174452513302}","{'true': 0.743428617562737, 'false': 0.718419455647502}"
TFFFF,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7552594574902369,"[[166.          55.33333333]
 [ 53.         168.33333333]]","{'true': 0.7639373811691409, 'false': 0.7502487617635941}","{'true': 0.752946035780857, 'false': 0.7590259274236426}","{'true': 0.7569131409110353, 'false': 0.7532146001550132}"
TFFFT,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.740203739075071,"[[162.          59.33333333]
 [ 55.66666667 165.66666667]]","{'true': 0.7527408976336014, 'false': 0.7346877080947644}","{'true': 0.7392625923909063, 'false': 0.7486023010801467}","{'true': 0.7423445694434321, 'false': 0.737936075244764}"
TFFTF,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7289051408026311,"[[151.          70.33333333]
 [ 49.66666667 171.66666667]]","{'true': 0.7783178504852325, 'false': 0.6847681830128732}","{'true': 0.7113045946237629, 'false': 0.7546736977159113}","{'true': 0.7409972412076904, 'false': 0.7155094666928633}"
TFFTT,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7515006349822443,"[[155.33333333  66.        ]
 [ 44.         177.33333333]]","{'true': 0.8035198706872526, 'false': 0.7034705911307633}","{'true': 0.7303481755046106, 'false': 0.7808416907682202}","{'true': 0.76315013214144, 'false': 0.7379709739581822}"
TFTFF,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7289034384373649,"[[155.66666667  65.66666667]
 [ 54.33333333 167.        ]]","{'true': 0.7572831007809548, 'false': 0.7048047194615564}","{'true': 0.7187592812238655, 'false': 0.7427731066142781}","{'true': 0.7357221769624475, 'false': 0.721499216092868}"
TFTFT,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7364585354892087,"[[159.66666667  61.66666667]
 [ 55.         166.33333333]]","{'true': 0.7547198533464629, 'false': 0.723323423727145}","{'true': 0.7309430870573169, 'false': 0.7460950149068961}","{'true': 0.7404025815997192, 'false': 0.7322902958051597}"
TFTTF,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7364466189323448,"[[150.          71.33333333]
 [ 45.33333333 176.        ]]","{'true': 0.7965180622905944, 'false': 0.680622865650073}","{'true': 0.7129364264110784, 'false': 0.7689801115995643}","{'true': 0.7506730954366043, 'false': 0.7202652046576371}"
TFTTT,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7417137370662799,"[[156.33333333  65.        ]
 [ 49.33333333 172.        ]]","{'true': 0.7804690064346717, 'false': 0.7060016735811013}","{'true': 0.7260281385281385, 'false': 0.7605895765725803}","{'true': 0.751048692909158, 'false': 0.731132394502262}"
TTFFF,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7417375701800081,"[[161.66666667  59.66666667]
 [ 54.66666667 166.66666667]]","{'true': 0.75608853711858, 'false': 0.7340503170238118}","{'true': 0.7410317165826602, 'false': 0.7499960134077073}","{'true': 0.7448728050645367, 'false': 0.7382886123371462}"
TTFFT,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7492501081001944,"[[161.66666667  59.66666667]
 [ 51.33333333 170.        ]]","{'true': 0.771425598721736, 'false': 0.7330778382384491}","{'true': 0.7423439606933894, 'false': 0.7620213144729114}","{'true': 0.7538392867850924, 'false': 0.7444209297495505}"
TTFTF,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7537613760558921,"[[156.33333333  65.        ]
 [ 44.         177.33333333]]","{'true': 0.8025261195647463, 'false': 0.7077562404050028}","{'true': 0.7320346617280563, 'false': 0.7804916342456987}","{'true': 0.7645748513901948, 'false': 0.7413349874470817}"
TTFTT,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7379549145582872,"[[156.          65.33333333]
 [ 50.66666667 170.66666667]]","{'true': 0.7727335587636016, 'false': 0.704682590762984}","{'true': 0.7229329629600277, 'false': 0.7549394683114841}","{'true': 0.7461594593742432, 'false': 0.7281560811909135}"
TTTFF,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7401935248834731,"[[161.66666667  59.66666667]
 [ 55.33333333 166.        ]]","{'true': 0.7536994097938304, 'false': 0.7314210672469406}","{'true': 0.7368312860610985, 'false': 0.7470103992655801}","{'true': 0.7430156830418353, 'false': 0.7370449593979006}"
TTTFT,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7432254374227552,"[[158.66666667  62.66666667]
 [ 51.         170.33333333]]","{'true': 0.7710173469830122, 'false': 0.7177669858730066}","{'true': 0.7310695488581583, 'false': 0.7568711307940849}","{'true': 0.749543844232066, 'false': 0.7359120671628481}"
TTTTF,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7372041714758485,"[[154.33333333  67.        ]
 [ 49.33333333 172.        ]]","{'true': 0.7809534957174442, 'false': 0.6992650917172596}","{'true': 0.7212633879138862, 'false': 0.7612059020689331}","{'true': 0.7473691486286825, 'false': 0.7261359342773503}"
TTTTT,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7515091468085758,"[[157.66666667  63.66666667]
 [ 46.33333333 175.        ]]","{'true': 0.794102242535719, 'false': 0.7136141457538684}","{'true': 0.7341794354761477, 'false': 0.774902444978984}","{'true': 0.7610345864176932, 'false': 0.7410020620808547}"
FFFFF,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7399000169462804,"[[103.66666667  36.66666667]
 [ 36.33333333 104.        ]]","{'true': 0.7420548090210562, 'false': 0.7389988831353437}","{'true': 0.7395358868184955, 'false': 0.7409976762787212}","{'true': 0.7402703169527934, 'false': 0.7394753619798458}"
FFFFT,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.738743433316387,"[[105.33333333  35.        ]
 [ 38.33333333 102.        ]]","{'true': 0.7278621949032648, 'false': 0.7533099807087015}","{'true': 0.7503479544537579, 'false': 0.7348171152518979}","{'true': 0.7358098677627022, 'false': 0.7411886565105488}"
FFFTF,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7494280630401627,"[[106.33333333  34.        ]
 [ 36.33333333 104.        ]]","{'true': 0.7429577073343087, 'false': 0.7596727248113174}","{'true': 0.7569017155683823, 'false': 0.7489859116704535}","{'true': 0.7470419541151934, 'false': 0.7514967710204242}"
FFFTT,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7612904592441959,"[[106.          34.33333333]
 [ 32.66666667 107.66666667]]","{'true': 0.7685150947874057, 'false': 0.7567519545131486}","{'true': 0.7599895127890649, 'false': 0.7662157886410378}","{'true': 0.7626763028272981, 'false': 0.7598509464129145}"
FFTFF,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7232545331299779,"[[ 99.66666667  40.66666667]
 [ 37.         103.33333333]]","{'true': 0.7376120949705953, 'false': 0.7105882153856568}","{'true': 0.7185790788731965, 'false': 0.7305064392985988}","{'true': 0.7269068678701872, 'false': 0.719280589935086}"
FFTFT,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7410862565666836,"[[102.33333333  38.        ]
 [ 34.66666667 105.66666667]]","{'true': 0.7534277993110324, 'false': 0.7288218770095103}","{'true': 0.7354620723900817, 'false': 0.7465072966761603}","{'true': 0.7442545134109663, 'false': 0.7374842601042761}"
FFTTF,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7458523978986612,"[[102.          38.33333333]
 [ 33.         107.33333333]]","{'true': 0.7660700674225298, 'false': 0.727534098216401}","{'true': 0.7376460772185064, 'false': 0.7565872221000833}","{'true': 0.750682261208577, 'false': 0.7408210221533365}"
FFTTT,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7291984409422132,"[[106.          34.33333333]
 [ 41.66666667  98.66666667]]","{'true': 0.705081896453804, 'false': 0.757572680813619}","{'true': 0.7510442773600667, 'false': 0.7214597842849537}","{'true': 0.722228914318856, 'false': 0.7342886460804192}"
FTFFF,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7411074394170479,"[[100.33333333  40.        ]
 [ 32.66666667 107.66666667]]","{'true': 0.7681446068018017, 'false': 0.7163028395437777}","{'true': 0.730928867897524, 'false': 0.7554450757575758}","{'true': 0.7477749811752101, 'false': 0.7339552973563427}"
FTFFT,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7493687510591425,"[[107.          33.33333333]
 [ 37.         103.33333333]]","{'true': 0.7364237783200968, 'false': 0.761155108809693}","{'true': 0.7571281684063639, 'false': 0.7416596126076781}","{'true': 0.7464998380708003, 'false': 0.7511588911511619}"
FTFTF,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.747021691238773,"[[103.66666667  36.66666667]
 [ 34.33333333 106.        ]]","{'true': 0.7567757249891609, 'false': 0.7399059126138017}","{'true': 0.7453180478199953, 'false': 0.7536729010659539}","{'true': 0.7490420473600072, 'false': 0.7445995031199132}"
FTFTT,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7363285883748517,"[[105.          35.33333333]
 [ 38.66666667 101.66666667]]","{'true': 0.7255447720109256, 'false': 0.7483027041662437}","{'true': 0.7422144753798913, 'false': 0.7316275857147857}","{'true': 0.7331623669002684, 'false': 0.7392744789094707}"
FTTFF,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7434417895271989,"[[102.          38.33333333]
 [ 33.66666667 106.66666667]]","{'true': 0.7616232448947335, 'false': 0.7272210376687989}","{'true': 0.7359857145424082, 'false': 0.7534769872798042}","{'true': 0.7476258779319762, 'false': 0.7391107432827728}"
FTTFT,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.736320115234706,"[[105.66666667  34.66666667]
 [ 39.33333333 101.        ]]","{'true': 0.7208125311458833, 'false': 0.7526043253122144}","{'true': 0.7446846532798824, 'false': 0.7287355356317072}","{'true': 0.73221292061081, 'false': 0.7401408206235308}"
FTTTF,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7529486527707169,"[[107.          33.33333333]
 [ 36.         104.33333333]]","{'true': 0.74475093685367, 'false': 0.7624818086438555}","{'true': 0.7590919299720494, 'false': 0.7501897876995526}","{'true': 0.7503105796658137, 'false': 0.754894883052374}"
FTTTT,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7612819861040502,"[[108.33333333  32.        ]
 [ 35.         105.33333333]]","{'true': 0.7515151822738053, 'false': 0.7725318983314718}","{'true': 0.7674563632836603, 'false': 0.7568395918760883}","{'true': 0.7585607049592088, 'false': 0.7637971068871422}"
TFFFF,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7454606430174083,"[[164.66666667  56.66666667]
 [ 56.         165.33333333]]","{'true': 0.7503413039035357, 'false': 0.745691736019979}","{'true': 0.7467821530321531, 'false': 0.74804927958816}","{'true': 0.7461349028169305, 'false': 0.7445539986953928}"
TFFFT,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.754513821503597,"[[160.66666667  60.66666667]
 [ 48.         173.33333333]]","{'true': 0.7850235958605057, 'false': 0.7255287058165766}","{'true': 0.740784159257731, 'false': 0.7693396927744921}","{'true': 0.7615072161183717, 'false': 0.7461172298885668}"
TFFTF,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7394564007231649,"[[159.          62.33333333]
 [ 53.         168.33333333]]","{'true': 0.7661237760808577, 'false': 0.7208406355150255}","{'true': 0.7322616086672428, 'false': 0.7573583886853381}","{'true': 0.7445289473626434, 'false': 0.7340184272054563}"
TFFTT,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7635550834329217,"[[165.66666667  55.66666667]
 [ 49.         172.33333333]]","{'true': 0.7837508747809178, 'false': 0.7546444661768517}","{'true': 0.7649378284920824, 'false': 0.780414500589173}","{'true': 0.7672262947492307, 'false': 0.7593053340421761}"
TFTFF,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7492364891780641,"[[160.66666667  60.66666667]
 [ 50.33333333 171.        ]]","{'true': 0.7763512810508519, 'false': 0.7285465384640389}","{'true': 0.7403419383509071, 'false': 0.7650651593656775}","{'true': 0.7549599163471593, 'false': 0.743223023448874}"
TFTFT,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.756764348385647,"[[162.          59.33333333]
 [ 48.33333333 173.        ]]","{'true': 0.784798010763676, 'false': 0.733863083977179}","{'true': 0.7465730154604304, 'false': 0.7722564047433087}","{'true': 0.7628006593317086, 'false': 0.7501314652541323}"
TFTTF,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7552815882386988,"[[164.33333333  57.        ]
 [ 51.33333333 170.        ]]","{'true': 0.7730779592367575, 'false': 0.745939151117315}","{'true': 0.7525117958121409, 'false': 0.7685788359451814}","{'true': 0.7581390578747408, 'false': 0.752273495815842}"
TFTTT,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7598030703859943,"[[164.33333333  57.        ]
 [ 49.33333333 172.        ]]","{'true': 0.7824317361227232, 'false': 0.7472400307225655}","{'true': 0.7571188713600391, 'false': 0.7782892509492192}","{'true': 0.7633657728434358, 'false': 0.7556572110183192}"
TTFFF,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7499991488173668,"[[162.          59.33333333]
 [ 51.33333333 170.        ]]","{'true': 0.7720718218357704, 'false': 0.7344270120819182}","{'true': 0.7435037508653964, 'false': 0.7631428212310566}","{'true': 0.7544765229202869, 'false': 0.7453323693597161}"
TTFFT,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.764314338341692,"[[167.33333333  54.        ]
 [ 50.33333333 171.        ]]","{'true': 0.7750340622658219, 'false': 0.758069270654842}","{'true': 0.7611088258147082, 'false': 0.7700415019966868}","{'true': 0.7661705413320395, 'false': 0.7622326404422232}"
TTFTF,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7560204147642735,"[[162.          59.33333333]
 [ 48.66666667 172.66666667]]","{'true': 0.7843239878862197, 'false': 0.734910790325921}","{'true': 0.7475472610572442, 'false': 0.773840962140036}","{'true': 0.7616977645376705, 'false': 0.7498504501225817}"
TTFTT,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7507549989956045,"[[159.          62.33333333]
 [ 48.         173.33333333]]","{'true': 0.7879181452786602, 'false': 0.7208481582713636}","{'true': 0.7378485565884985, 'false': 0.7742022859624546}","{'true': 0.7583310391797751, 'false': 0.7424817525274746}"
TTTFF,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.762029764154316,"[[165.66666667  55.66666667]
 [ 49.66666667 171.66666667]]","{'true': 0.7791753525444512, 'false': 0.7510326143992986}","{'true': 0.756984038518635, 'false': 0.7726893042169868}","{'true': 0.7650894344899538, 'false': 0.7588278699460606}"
TTTFT,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7552662669513022,"[[161.66666667  59.66666667]
 [ 48.66666667 172.66666667]]","{'true': 0.7837775672110436, 'false': 0.7337169939065674}","{'true': 0.7461334852639201, 'false': 0.7724869557686894}","{'true': 0.7611931850342447, 'false': 0.7490359351919825}"
TTTTF,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7432339492490866,"[[156.          65.33333333]
 [ 48.33333333 173.        ]]","{'true': 0.7867235816162855, 'false': 0.7099963500700731}","{'true': 0.7324003323685964, 'false': 0.772991675859994}","{'true': 0.7524369872675303, 'false': 0.7327108728366998}"
TTTTT,Vrai_Faux,SVM,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7620689185554409,"[[163.          58.33333333]
 [ 47.         174.33333333]]","{'true': 0.7917874328818534, 'false': 0.7391588258184713}","{'true': 0.7513189191122557, 'false': 0.7808628866670654}","{'true': 0.767809740391348, 'false': 0.755997503191117}"
FFFFF,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6935561769191662,"[[ 72.66666667  67.66666667]
 [ 18.33333333 122.        ]]","{'true': 0.8714597613313013, 'false': 0.5181202829390462}","{'true': 0.6434483366639238, 'false': 0.8054499595718233}","{'true': 0.7392389031924718, 'false': 0.6283914363878221}"
FFFFT,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6769827147941028,"[[ 64.          76.33333333]
 [ 14.33333333 126.        ]]","{'true': 0.8991424399425201, 'false': 0.4575896030053812}","{'true': 0.6238234591845035, 'false': 0.8237293031237521}","{'true': 0.7354387679795739, 'false': 0.5851138245504443}"
FFFTF,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6959837315709202,"[[ 77.33333333  63.        ]
 [ 22.33333333 118.        ]]","{'true': 0.8423925258580313, 'false': 0.5531864487088367}","{'true': 0.6541184624950309, 'false': 0.7822588778139269}","{'true': 0.7344592331934104, 'false': 0.6437527128945345}"
FFFTT,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7066768344348415,"[[ 76.33333333  64.        ]
 [ 18.33333333 122.        ]]","{'true': 0.8707270023147645, 'false': 0.5451433309642265}","{'true': 0.6569684400566754, 'false': 0.8098380466638755}","{'true': 0.7477885899514473, 'false': 0.6494846939179179}"
FFTFF,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6983731570920183,"[[ 72.          68.33333333]
 [ 16.33333333 124.        ]]","{'true': 0.885524770976556, 'false': 0.5165515957626833}","{'true': 0.6492298684065444, 'false': 0.8274799274799275}","{'true': 0.7459700647072921, 'false': 0.6266369908148307}"
FFTFT,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7007329266226064,"[[ 77.33333333  63.        ]
 [ 21.         119.33333333]]","{'true': 0.8523386661369147, 'false': 0.5533861305716316}","{'true': 0.6572934311751095, 'false': 0.7946416162879578}","{'true': 0.7397142213390947, 'false': 0.6470661896366378}"
FFTTF,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7066387053041857,"[[ 82.33333333  58.        ]
 [ 24.33333333 116.        ]]","{'true': 0.828331624690112, 'false': 0.58757403458896}","{'true': 0.6687988695242582, 'false': 0.7802055993000875}","{'true': 0.7376399330023496, 'false': 0.6654332756181542}"
FFTTT,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7042789357735977,"[[ 80.          60.33333333]
 [ 22.66666667 117.66666667]]","{'true': 0.8398665373221332, 'false': 0.571580871154432}","{'true': 0.6635161719028414, 'false': 0.7857142857142857}","{'true': 0.7392003578336993, 'false': 0.6570488335194217}"
FTFFF,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6995212675817658,"[[ 76.          64.33333333]
 [ 20.         120.33333333]]","{'true': 0.8593155856779447, 'false': 0.5432632754594375}","{'true': 0.6546445650727418, 'false': 0.8034016753903385}","{'true': 0.7404377706874371, 'false': 0.6408977110157368}"
FTFFT,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6829181494661922,"[[ 64.          76.33333333]
 [ 12.66666667 127.66666667]]","{'true': 0.9101490507242279, 'false': 0.45683656547195994}","{'true': 0.6262818926971381, 'false': 0.8383330857093975}","{'true': 0.7413385646648522, 'false': 0.5896327254623878}"
FTFTF,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7280291476021014,"[[ 82.66666667  57.66666667]
 [ 18.66666667 121.66666667]]","{'true': 0.8680390914368216, 'false': 0.5893880935458761}","{'true': 0.6790455061301185, 'false': 0.821288665038665}","{'true': 0.7607618381753172, 'false': 0.6837492838448186}"
FTFTT,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.725648195221149,"[[ 85.          55.33333333]
 [ 21.66666667 118.66666667]]","{'true': 0.8465072867470672, 'false': 0.6059143060209159}","{'true': 0.6821991002228988, 'false': 0.797959278050843}","{'true': 0.7550068277852211, 'false': 0.6880904570663606}"
FTTFF,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7042916454838163,"[[ 72.66666667  67.66666667]
 [ 15.33333333 125.        ]]","{'true': 0.892416620869228, 'false': 0.5201137171286425}","{'true': 0.6512533846686492, 'false': 0.836124025784426}","{'true': 0.7508982889486816, 'false': 0.6350728552459187}"
FTTFT,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6864683951872564,"[[ 68.66666667  71.66666667]
 [ 16.33333333 124.        ]]","{'true': 0.8844640587985942, 'false': 0.4903628117913832}","{'true': 0.6347368753638182, 'false': 0.8111361055057505}","{'true': 0.7381309042938833, 'false': 0.6088581005977752}"
FTTTF,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7102355532960516,"[[ 81.66666667  58.66666667]
 [ 22.66666667 117.66666667]]","{'true': 0.840271343177245, 'false': 0.5845449622635124}","{'true': 0.6705730702685698, 'false': 0.7896695715323165}","{'true': 0.7432938098355858, 'false': 0.6664841950373556}"
FTTTT,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6948102016607355,"[[ 77.33333333  63.        ]
 [ 22.66666667 117.66666667]]","{'true': 0.8393341269944846, 'false': 0.5531932175855417}","{'true': 0.6533424334200686, 'false': 0.7771986271986272}","{'true': 0.7331383593156624, 'false': 0.6428711064560969}"
TFFFF,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6927741403906588,"[[129.66666667  91.66666667]
 [ 44.33333333 177.        ]]","{'true': 0.8078171351776503, 'false': 0.5948812751164866}","{'true': 0.6717869333968406, 'false': 0.7796686796686796}","{'true': 0.7223464318386587, 'false': 0.6509989053092502}"
TFFFT,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6973177532864162,"[[135.66666667  85.66666667]
 [ 48.33333333 173.        ]]","{'true': 0.7898920535830407, 'false': 0.6245880826537312}","{'true': 0.6887618277895425, 'false': 0.7711552868841872}","{'true': 0.7215076704792215, 'false': 0.6608522427951461}"
TFFTF,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6980497703509255,"[[127.66666667  93.66666667]
 [ 40.         181.33333333]]","{'true': 0.8239919736915445, 'false': 0.5828384567018935}","{'true': 0.666005291005291, 'false': 0.774243899644862}","{'true': 0.7309358212493914, 'false': 0.6547651750796933}"
TFFTT,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7153560156481417,"[[138.33333333  83.        ]
 [ 43.         178.33333333]]","{'true': 0.8120110981055187, 'false': 0.6307997432975491}","{'true': 0.6909748208019425, 'false': 0.7802090218454089}","{'true': 0.7387954367920431, 'false': 0.6852200834567238}"
TFTFF,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6927962711391208,"[[124.66666667  96.66666667]
 [ 39.33333333 182.        ]]","{'true': 0.8289157361474958, 'false': 0.5729816955549797}","{'true': 0.6657798433585227, 'false': 0.7887979753304831}","{'true': 0.7288509472374312, 'false': 0.6409333201014586}"
TFTFT,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6988243465470925,"[[131.66666667  89.66666667]
 [ 43.66666667 177.66666667]]","{'true': 0.8100321423926574, 'false': 0.6066784430309092}","{'true': 0.6837531458399533, 'false': 0.782068728821951}","{'true': 0.7284590271824314, 'false': 0.654506553762754}"
TFTTF,Vrai_Faux,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7131191076882221,"[[135.33333333  86.        ]
 [ 41.         180.33333333]]","{'true': 0.8217502740464114, 'false': 0.6187798646461101}","{'true': 0.6861196421111586, 'false': 0.7917803017043399}","{'true': 0.739439504566375, 'false': 0.678528934453105}"
